account_id,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-14 03:23:17,4915900235504153,fraud_Kub PLC,personal_care,58.1,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_8a60fb1e-d777-4c79-8b24-431d80d930fa,1710386597,42.332147,-75.512865,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-14 08:25:16,4915900235504153,"fraud_Rippin, Kub and Mann",misc_net,1.57,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_bf2e7110-1329-4117-8e32-8c69da5007ad,1710404716,31.20198,-88.73880799999999,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-14 13:21:19,4915900235504153,fraud_Rempel Inc,shopping_net,71.89,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_2f7f4fad-3f20-44a2-9c3a-a4084594fa04,1710422479,37.347687,-112.195475,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-14 16:25:22,4915900235504153,"fraud_Greenfelder, Bartoletti and Davis",misc_net,32.71,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_756eb181-60be-4aa5-9eaf-fa83a102f560,1710433522,29.790535,-99.104011,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-14 19:59:13,4915900235504153,fraud_Simonis-Prohaska,misc_pos,6.89,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_e58f36a1-5241-401c-af5b-5842c407069d,1710446353,41.268576,-97.59244,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-14 23:35:51,4915900235504153,fraud_Barton Inc,grocery_pos,130.88,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_ab52c000-654a-4d1a-b53d-16460ac381cb,1710459351,39.190694,-88.986908,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-15 00:02:41,4915900235504153,fraud_Dooley Inc,shopping_pos,1.94,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_439fa62c-717d-4729-962b-528339d36b23,1710460961,37.030558,-94.44888,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-15 03:00:28,4915900235504153,fraud_Ratke and Sons,health_fitness,207.31,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_dbb6f4d0-1dcb-4646-9986-eee4daeeadf9,1710471628,48.183449,-122.342217,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-15 03:14:03,4915900235504153,fraud_Corwin-Collins,gas_transport,71.73,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_86472e52-c573-43fe-9d7b-e85a60419b8e,1710472443,38.171502,-76.28558199999999,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-15 06:25:51,4915900235504153,fraud_Kub-Heaney,health_fitness,7.84,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_951b1cef-ce57-47d5-8522-7f9ce3c17e91,1710483951,27.469408,-79.28527,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-15 10:02:56,4915900235504153,fraud_McCullough Group,grocery_net,25.64,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_8ff2635d-8b5e-4b1c-8717-7e2fb9717b76,1710496976,43.710988,-69.896568,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-15 11:26:49,4915900235504153,fraud_O'Keefe-Hudson,grocery_pos,121.15,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_d3714d1b-3eb2-40f8-9b15-5472891e17d0,1710502009,33.701905,-86.417016,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-15 14:05:00,4915900235504153,fraud_Koelpin and Sons,misc_net,466.82,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_8c2f5e76-9e56-4cb3-91b5-29855567c21e,1710511500,43.703942,-69.428288,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-15 14:45:07,4915900235504153,fraud_Roob-Okuneva,health_fitness,26.23,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_02ae9fdf-f296-43a7-847a-9bd5ad4e907a,1710513907,31.369337,-91.70268,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-15 16:56:59,4915900235504153,fraud_Cummerata-Hilpert,entertainment,96.78,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_72e74691-06f5-47bf-82d3-c2dd240c9cf3,1710521819,32.612906,-97.009451,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-15 20:13:37,4915900235504153,fraud_Kuhic LLC,shopping_net,83.85,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_de6a3437-fa39-4b5e-accb-fb4651dcb6f9,1710533617,41.020147,-93.79738,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-15 21:39:48,4915900235504153,fraud_Doyle Ltd,grocery_pos,52.34,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_bc757568-29ac-4609-8a48-6f0aecceedd6,1710538788,42.868685,-96.180628,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-16 01:28:40,4915900235504153,fraud_Bins-Rice,gas_transport,58.42,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_dd95f3b7-744e-4d75-8681-e6f8889679a8,1710552520,37.926346,-86.737004,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-16 01:33:23,4915900235504153,"fraud_Osinski, Ledner and Leuschke",grocery_pos,40.79,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_75ab30df-911e-4c99-9a66-d0a4772498ea,1710552803,30.868779,-87.418165,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-16 01:41:13,4915900235504153,fraud_Little Ltd,kids_pets,94.15,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_1cb82cac-62c3-40c3-b4f0-5bde156e2325,1710553273,33.914096,-88.908411,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-16 04:35:15,4915900235504153,"fraud_Reilly, Heaney and Cole",gas_transport,70.55,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_858ee797-e6d6-40d3-9e5d-baa8f15ce788,1710563715,41.306721,-120.854503,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-16 09:16:33,4915900235504153,fraud_Hamill-D'Amore,health_fitness,24.21,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_ad4ae681-cdf5-4dc4-9e88-3f89260fc62f,1710580593,36.649611,-98.014399,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-16 10:25:52,4915900235504153,fraud_Lesch Ltd,shopping_pos,93.67,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_66b24766-8f54-481c-8a86-c14d21f0498a,1710584752,33.129389,-86.358305,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-16 10:29:44,4915900235504153,fraud_Zboncak LLC,food_dining,56.23,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_e4a76867-7652-4ed9-9f2d-b68ba1a43501,1710584984,42.841568,-71.449646,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-16 13:19:00,4915900235504153,"fraud_Runte, Green and Emard",health_fitness,76.0,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_22b88c8d-7e6d-4775-b479-c4b27bed7385,1710595140,39.541612,-80.33081899999999,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-16 16:28:28,4915900235504153,fraud_Kassulke PLC,shopping_net,70.8,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_884a6d7f-11f5-417d-a3d9-081403254537,1710606508,44.364789,-74.279228,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-16 17:12:55,4915900235504153,fraud_Miller-Hauck,grocery_pos,69.4,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_1a6508ac-c2e6-48ea-8ebd-8d34a3612175,1710609175,27.904951,-81.851093,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-16 17:27:34,4915900235504153,fraud_Dach-Nader,misc_net,4.06,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_0ef9a083-9e27-42ab-9e1f-d5a3b7583ba1,1710610054,33.533477000000005,-117.886919,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-16 23:26:05,4915900235504153,fraud_Champlin-Casper,home,31.03,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_a33e722c-3e34-49b1-87c6-5b24f43dbd47,1710631565,32.506153999999995,-88.188362,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-17 03:07:52,4915900235504153,"fraud_Ritchie, Bradtke and Stiedemann",travel,4.69,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_ecbc00ab-0b45-454d-8ae2-d092a91ed643,1710644872,39.196072,-94.181689,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-17 05:30:28,4915900235504153,fraud_Larson-Moen,entertainment,16.96,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_44bc2b1a-b292-4a5d-ba7c-d322ed36931e,1710653428,30.105832,-94.903842,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-17 09:25:05,4915900235504153,fraud_Lind-Buckridge,entertainment,51.82,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_cb70f26e-56e1-44aa-8b0d-538ef91baac6,1710667505,43.50365,-67.734422,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-17 11:28:44,4915900235504153,fraud_Kihn Inc,shopping_pos,73.03,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_6692a195-5932-470b-b0e5-3d53a3cba365,1710674924,44.201109,-73.97029599999999,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-17 12:10:23,4915900235504153,"fraud_Reilly, Heaney and Cole",gas_transport,55.72,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_751091ee-6bfb-4a6a-a60e-9bf07e98498b,1710677423,32.691404,-110.650779,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-17 16:43:12,4915900235504153,fraud_Pagac LLC,shopping_pos,151.09,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_5dc31614-83e7-4060-92a9-f3d12dbb1412,1710693792,42.240412,-71.385111,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-17 18:18:17,4915900235504153,fraud_Kihn Inc,shopping_pos,7.32,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_b863211c-0f13-4aac-88b4-54575bac9044,1710699497,33.771107,-80.13029300000001,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-17 20:47:14,4915900235504153,fraud_Parisian and Sons,gas_transport,53.66,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_3515963a-a6e3-4feb-90de-c402773a4619,1710708434,40.114015,-80.610437,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-18 01:43:25,4915900235504153,fraud_Osinski Inc,personal_care,16.49,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_0704633e-0a47-4a61-af0f-fecbae022556,1710726205,39.391967,-89.25024,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-18 03:13:51,4915900235504153,fraud_Kutch-Hegmann,grocery_net,28.86,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_0ff310d6-78e5-49b0-b941-61d142f996e7,1710731631,41.143167,-73.563637,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-18 07:23:35,4915900235504153,"fraud_Lang, Towne and Schuppe",kids_pets,105.57,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_cba9059e-f1ef-45fb-b16a-281ca005aa55,1710746615,33.786717,-118.708025,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-18 11:05:10,4915900235504153,fraud_Corwin-Collins,gas_transport,81.85,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_9b7695fb-19dc-4704-b067-6c8f28206376,1710759910,30.042525,-102.634555,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-18 11:56:19,4915900235504153,"fraud_Schoen, Nienow and Bauch",personal_care,17.34,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_baf3d920-afc4-465d-8ae1-5a37b15789bc,1710762979,36.479813,-91.968251,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-18 11:57:17,4915900235504153,fraud_Frami Group,entertainment,9.12,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_52537619-7149-470c-a1b1-f52899f51e05,1710763037,45.824653000000005,-87.61519,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-18 15:27:52,4915900235504153,fraud_Thiel Ltd,travel,4.06,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_952a9834-43ef-4d9b-ad46-f311460c9e4e,1710775672,34.808505,-118.593244,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-18 18:21:42,4915900235504153,fraud_Schoen Ltd,kids_pets,1.44,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_6c74e50e-6124-4ec1-b283-094255f3d502,1710786102,31.878054,-82.041039,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-19 00:20:07,4915900235504153,"fraud_Hahn, Bahringer and McLaughlin",personal_care,1.03,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_b646ca79-eac8-4511-b24e-c0d8f276aee4,1710807607,38.21356,-94.653386,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-19 03:53:08,4915900235504153,fraud_Zboncak LLC,food_dining,130.35,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_6d374a7f-565e-4e3f-8b96-bb04c60a06e4,1710820388,39.108789,-95.634313,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-19 09:30:59,4915900235504153,fraud_Roberts-Beahan,misc_pos,23.5,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_a2e9c88b-6dab-4272-9eac-cfccfef32670,1710840659,40.276544,-89.350981,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-19 13:54:08,4915900235504153,fraud_Wisozk and Sons,misc_pos,5.99,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_f4df8c96-b401-4f00-97f0-2328784e7e80,1710856448,32.858883,-117.42681,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-19 16:56:29,4915900235504153,fraud_Hermann and Sons,shopping_pos,7.68,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_9b2e7dd2-20e7-40c9-88a1-f8259f64c20d,1710867389,33.490390000000005,-97.376111,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-19 17:29:35,4915900235504153,fraud_Jacobi and Sons,shopping_pos,6.12,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_76fa0982-072c-47ef-aa7a-6292e39e8dca,1710869375,29.517323,-98.90761,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-19 18:22:37,4915900235504153,fraud_Jast and Sons,food_dining,83.98,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_c93164ce-2006-49e8-89b1-a8c446a8bd0c,1710872557,29.854098,-99.008965,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-19 23:51:42,4915900235504153,fraud_Abbott-Steuber,personal_care,8.01,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_61086f71-d487-459e-9341-bf292c39bec3,1710892302,44.245262,-115.560439,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-20 04:20:22,4915900235504153,fraud_Doyle Ltd,grocery_pos,69.26,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_d61e9ccd-de9f-426c-bd19-3887d767e22f,1710908422,31.264568,-91.513135,0
56c9eb2d-774a-41e5-b734-94dfcf819405,2024-03-20 07:34:00,4915900235504153,fraud_Bins-Tillman,entertainment,164.35,Lisa,Kim,F,FPO AP 67551,MS,63648,-34.775846,57.965553,791092,Tourist information centre manager,2004-08-17,sim_741ae9d1-2feb-4bf8-a653-6ec0b32c00c3,1710920040,29.998594,-84.98145699999999,0
