account_id,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,trans_ts,rule_flags
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-09 04:26:54,4604203678991342,"fraud_Schumm, Bauch and Ondricka",grocery_pos,98.28,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_ae92c0cd-a28d-40dc-9009-f03b0db867b5,1723174014,28.03543,-83.170226,0,2024-08-09 04:26:54,"['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (7211km > 500km)', 'RULE_VIOLATION:HIGH_VELOCITY_RECENT_ACCOUNT (11 trans in 24h > 5)']"
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-09 07:43:57,4604203678991342,fraud_Collier Inc,grocery_net,43.18,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_eb0931be-5af0-49bf-9759-6ae764074b36,1723185837,25.929555,-81.312286,0,2024-08-09 07:43:57,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (7010km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-09 13:36:15,4604203678991342,fraud_Zulauf LLC,personal_care,11.6,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_f0e8d92a-70d7-4ceb-a77b-d6d7e28f5e02,1723206975,45.713489,-121.723362,0,2024-08-09 13:36:15,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (9575km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-09 15:36:43,4604203678991342,fraud_Stamm-Witting,shopping_net,3.01,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_f5a53eaa-c7aa-4e8a-835e-48c275fea40a,1723214203,46.583154,-95.472575,0,2024-08-09 15:36:43,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (9211km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-09 21:12:02,4604203678991342,"fraud_Lang, Towne and Schuppe",kids_pets,55.04,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_9f4acdb8-9130-41b7-a7e9-5bd48053df89,1723234322,35.980603,-97.275828,0,2024-08-09 21:12:02,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8044km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-09 23:17:49,4604203678991342,fraud_Bailey-Morar,grocery_pos,301.08,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_a3778f73-93f1-41bb-85b0-5cf46ed19f62,1723241869,42.28312,-124.636097,1,2024-08-09 23:17:49,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (9325km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-10 01:41:50,4604203678991342,fraud_Kling-Ernser,entertainment,60.26,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_63fb589d-763f-4503-b844-3bbaeb7a3987,1723250510,48.334132,-121.534337,0,2024-08-10 01:41:50,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (9837km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-10 06:52:37,4604203678991342,"fraud_Bins, Balistreri and Beatty",shopping_pos,18.22,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_6e4438ab-e54a-4498-8a1f-ba5e581dc669,1723269157,28.196561,-82.862274,0,2024-08-10 06:52:37,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (7233km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-10 10:18:33,4604203678991342,"fraud_Lesch, D'Amore and Brown",food_dining,60.27,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_b08cfe49-2862-45b8-ba0e-d37e1474b507,1723281513,38.214605,-87.087731,0,2024-08-10 10:18:33,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8294km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-10 12:56:27,4604203678991342,fraud_Dare-Gibson,health_fitness,196.53,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_32c042db-e356-4dbe-bd3f-89112df8cbee,1723290987,37.07655,-79.182878,0,2024-08-10 12:56:27,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8262km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-10 15:49:34,4604203678991342,fraud_Dietrich-Fadel,health_fitness,77.28,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_38838499-dc21-40dc-b019-867b2136c312,1723301374,30.221847,-82.427526,0,2024-08-10 15:49:34,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (7461km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-10 19:49:46,4604203678991342,fraud_Kutch and Sons,grocery_pos,113.13,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_27712cd5-7d0f-4716-a13b-e6a2ef5b0340,1723315786,39.89667,-120.39986,0,2024-08-10 19:49:46,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8938km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-10 23:52:52,4604203678991342,fraud_Kozey-Kuhlman,personal_care,87.24,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_c441148d-e95f-4624-82a5-67e102ba1d94,1723330372,46.104494,-87.122225,0,2024-08-10 23:52:52,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (9167km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-11 02:02:32,4604203678991342,fraud_Kub PLC,personal_care,63.07,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_6bfaac1a-cb00-47ef-a3bf-a5f2877e5427,1723338152,33.13933,-99.328542,0,2024-08-11 02:02:32,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (7747km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-11 02:47:30,4604203678991342,"fraud_Raynor, Feest and Miller",gas_transport,54.12,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_940de8ef-5c85-45ae-8000-b8594ffacb18,1723340850,41.277998,-72.893574,0,2024-08-11 02:47:30,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8841km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-11 02:48:12,4604203678991342,fraud_Kozey-Kuhlman,personal_care,10.14,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_05abb0f6-aa05-4fa9-a090-81a2c62701e8,1723340892,43.814803000000005,-69.90701899999999,0,2024-08-11 02:48:12,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (9182km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-11 03:01:19,4604203678991342,fraud_Volkman PLC,food_dining,2.63,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_edf1e2de-ab6e-4670-a489-9d25b50a4302,1723341679,38.226256,-86.06738399999999,0,2024-08-11 03:01:19,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8302km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-11 07:49:24,4604203678991342,fraud_Boyer-Haley,travel,9.21,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_ac760836-6388-4448-8f00-f0ab9a1c9f4d,1723358964,36.57844,-104.692224,0,2024-08-11 07:49:24,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8195km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-11 09:29:36,4604203678991342,"fraud_Medhurst, Cartwright and Ebert",personal_care,55.89,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_8667b532-ca94-47c4-ba8d-98fb93076b73,1723364976,38.978129,-74.92008,0,2024-08-11 09:29:36,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8550km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-11 12:48:21,4604203678991342,"fraud_Connelly, Reichert and Fritsch",gas_transport,62.52,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_ac972cfe-3613-4221-9bbf-135b8d7ea98a,1723376901,39.468507,-84.194574,0,2024-08-11 12:48:21,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8456km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-11 14:42:53,4604203678991342,"fraud_Tillman, Dickinson and Labadie",gas_transport,121.14,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_a367dfdd-d0f5-4b67-9d55-d2d0a0d048a8,1723383773,41.764997,-78.52905600000001,0,2024-08-11 14:42:53,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8783km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-11 20:22:36,4604203678991342,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,75.62,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_60b8dafd-02bb-45ee-99ac-7c2281ff2158,1723404156,40.438236,-104.598897,0,2024-08-11 20:22:36,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8615km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-12 00:52:26,4604203678991342,"fraud_Hauck, Dietrich and Funk",kids_pets,172.88,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_2cf96d24-7a28-4668-9810-c1ce562e8ee2,1723420346,36.997679,-79.00595600000001,0,2024-08-12 00:52:26,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8256km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-12 04:10:51,4604203678991342,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,8.25,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_4325a8d8-8bdc-4f02-bfc5-dc45180a6293,1723432251,42.940921,-86.21146800000001,0,2024-08-12 04:10:51,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8823km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-12 09:43:15,4604203678991342,fraud_Cruickshank-Mills,entertainment,111.56,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_44ba48fc-0117-488d-894b-e81b2327b581,1723452195,39.649444,-82.594373,0,2024-08-12 09:43:15,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8494km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-12 11:18:45,4604203678991342,"fraud_Kunze, Larkin and Mayert",travel,1.06,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_d53f754a-58e1-4970-8d72-64b26f331235,1723457925,27.011998,-82.637644,0,2024-08-12 11:18:45,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (7107km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-12 15:43:05,4604203678991342,fraud_Streich Ltd,home,4.02,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_0572b480-2a2b-44c7-88ec-f85caa70626b,1723473785,34.111905,-87.677902,0,2024-08-12 15:43:05,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (7836km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-12 20:52:03,4604203678991342,fraud_Volkman-Predovic,shopping_net,2.99,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_2ee28e09-32df-4dd4-9b78-9c7288492f0a,1723492323,41.23178,-73.804075,0,2024-08-12 20:52:03,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8816km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-12 22:15:18,4604203678991342,"fraud_Weimann, Kuhic and Beahan",shopping_pos,19.33,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_7c972133-6b7c-4cea-9bd6-af3280fb4136,1723497318,41.155489,-85.961749,0,2024-08-12 22:15:18,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8627km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-13 01:47:49,4604203678991342,"fraud_Runolfsdottir, Mueller and Hand",entertainment,26.51,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_b8daa539-90a8-4df4-80b9-3b628f48e7c7,1723510069,44.998729,-88.078663,0,2024-08-13 01:47:49,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (9040km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-13 02:13:43,4604203678991342,fraud_Stoltenberg-Beatty,shopping_pos,6.95,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_8be3b093-8fe6-4e44-ac2b-b686b0a7acdc,1723511623,45.656125,-85.053317,0,2024-08-13 02:13:43,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (9132km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-13 06:39:06,4604203678991342,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,227.3,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_51b8cb22-2273-4b87-a421-5bcbd0e03ed2,1723527546,40.346021,-73.213549,0,2024-08-13 06:39:06,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8734km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-13 10:51:28,4604203678991342,fraud_Koss and Sons,gas_transport,45.5,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_88c555dc-6682-4586-9cb8-94e9048207fe,1723542688,32.522055,-102.753167,0,2024-08-13 10:51:28,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (7721km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-13 15:25:14,4604203678991342,fraud_Goyette-Herzog,travel,8.75,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_877be8b6-ee21-45f0-be28-a08b9555896d,1723559114,40.90502,-87.785135,0,2024-08-13 15:25:14,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8587km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-13 16:59:51,4604203678991342,fraud_Flatley-Durgan,misc_net,19.19,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_08e83511-29e2-473d-a906-3f921944683c,1723564791,39.515898,-82.861532,0,2024-08-13 16:59:51,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8476km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-13 21:21:36,4604203678991342,fraud_Hermann-Gaylord,misc_pos,32.39,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_426b88ec-e002-47e1-b878-0ee430db57b2,1723580496,42.463248,-87.792824,0,2024-08-13 21:21:36,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8760km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-14 01:26:07,4604203678991342,fraud_Pfeffer and Sons,shopping_pos,712.26,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_ae6e9d2b-433a-47a3-9634-46c8164c8bc6,1723595167,34.990655,-90.981173,0,2024-08-14 01:26:07,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (7920km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-14 02:14:16,4604203678991342,fraud_Goldner-Lemke,entertainment,64.81,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_59e411cf-4343-4e6b-a502-e86737654674,1723598056,34.229244,-102.293904,0,2024-08-14 02:14:16,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (7902km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-14 06:37:23,4604203678991342,fraud_Champlin-Casper,home,13.49,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_f203ed5d-ea35-4d09-a2e1-8d03e7746f3b,1723613843,34.124772,-97.574581,0,2024-08-14 06:37:23,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (7841km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-14 12:15:33,4604203678991342,fraud_Corwin-Gorczany,misc_net,131.36,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_62f817bd-ea69-44da-a7de-2bb973332e1b,1723634133,44.940386,-73.434042,0,2024-08-14 12:15:33,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (9221km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-14 12:50:58,4604203678991342,fraud_Frami Group,entertainment,40.08,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_9f66c2d6-99dd-420a-955f-06475d93b11b,1723636258,42.160004,-93.409425,0,2024-08-14 12:50:58,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8715km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-14 16:30:25,4604203678991342,fraud_Mraz-Herzog,gas_transport,57.57,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_fb9f67f6-aae2-46eb-9bd8-3cb0ca4bfd3b,1723649425,41.05178,-73.20830500000001,0,2024-08-14 16:30:25,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8810km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-14 21:53:04,4604203678991342,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,139.03,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_570fabd4-d3b3-4ab2-8ba0-1887f6f8f95a,1723668784,39.362823,-86.891775,0,2024-08-14 21:53:04,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8422km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-14 22:33:18,4604203678991342,fraud_Kerluke Inc,misc_net,34.47,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_53911322-b0fb-4561-b78a-1b8f079c9a3a,1723671198,44.98216,-67.170292,0,2024-08-14 22:33:18,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (9376km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-15 01:30:18,4604203678991342,fraud_Kessler Inc,travel,1.21,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_aa4e3b7c-e46b-4631-a463-c21050c04c60,1723681818,37.056273,-122.154136,0,2024-08-15 01:30:18,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8709km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-15 01:59:01,4604203678991342,fraud_Sawayn PLC,shopping_pos,7.17,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_0edf6d9e-7d07-41ed-a4dc-687f4e004c48,1723683541,42.268278,-75.048051,0,2024-08-15 01:59:01,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8901km > 500km)']
428b796c-9983-420f-ad54-c6eafbab7178,2024-08-15 03:41:56,4604203678991342,fraud_Dare-Marvin,entertainment,57.21,Kevin,Williams,M,North Deborah,MH,5007,-36.5336185,-92.321758,1121209,Chartered legal executive (England and Wales),1952-05-18,sim_bf36536d-ef78-48ab-8ab0-bb6ca8539bb1,1723689716,42.292631,-74.79774300000001,0,2024-08-15 03:41:56,['RULE_VIOLATION:LOCATION_FAR_FROM_HOME (8909km > 500km)']
